ORDER_NUMBER,COMMUNITY_ID,SUPPLIER_ID,SUPPLIER_TYPE,PRODUCT_CODE,PRODUCT_TYPE,LOCALISED_SUBTOTAL
122045,11,14,PREMIUM,DP-35704,COMMUNITY,13.06
122045,11,14,PREMIUM,CG-1223072,COMMUNITY,170.4
122045,11,14,PREMIUM,GC-900968,COMMUNITY,163.38
122045,11,14,PREMIUM,MB-MBMA400,COMMUNITY,85.36
122045,11,14,PREMIUM,TM-5915A1B,COMMUNITY,290.94
122045,11,14,PREMIUM,GC-0135B1330010,COMMUNITY,99.36
122045,11,14,PREMIUM,GC-FUJILCCAPA2,COMMUNITY,175.05
122045,11,14,PREMIUM,HS-9009061,COMMUNITY,81.7
122045,11,14,PREMIUM,WC-190328,COMMUNITY,117
122045,11,14,PREMIUM,DU-CDS110P6155,COMMUNITY,71.66
122045,11,14,PREMIUM,HS-EDTA1250ML,COMMUNITY,62.52
122045,11,14,PREMIUM,M-NEEDLE30S,COMMUNITY,21.56
227085,113,1062,REGISTERED,UTAS255862,RETROFIT_RELEASE_ORDER,117.27
U114581,5802,4806,REGISTERED,Oligos,RETROFIT_RELEASE_ORDER,56.84
227086,113,5,PREMIUM,86854-100ML,ROUNDTRIP,207
227087,113,1840,REGISTERED,220693,MANUAL,500
227088,113,4250,REGISTERED,220689,MANUAL,250
PU121345,41,L1892,LITE,CSU272621,MANUAL,50000
00227076/2,113,5236,REGISTERED,RET-227490001,MANUAL,621
00227076/2,113,5236,REGISTERED,RET-220080005,MANUAL,1514
00227076/2,113,5236,REGISTERED,UTAS256064,MANUAL,40
227089,113,693,PREMIUM,Medium Car,COMMUNITY,66.1
PU121346,41,L2902,LITE,333,MANUAL,6995
227090,113,962,REGISTERED,220628,MANUAL,150
227091,113,1792,REGISTERED,UTAS255791,QUOTE,500
227092,113,693,PREMIUM,SUV,COMMUNITY,130.7
122046,11,37,PREMIUM,.PK540,COMMUNITY,70.86
122046,11,37,PREMIUM,.PKRP540,COMMUNITY,5.93
122046,11,37,PREMIUM,.PK77,COMMUNITY,15.08
122046,11,37,PREMIUM,.PKRP710,COMMUNITY,1.92
122046,11,37,PREMIUM,.PK640,COMMUNITY,23.62
122046,11,37,PREMIUM,.PK440,COMMUNITY,11.81
122046,11,37,PREMIUM,.PK110,COMMUNITY,37.7
122046,11,37,PREMIUM,IDOXThreaders,COMMUNITY,4.89
122046,11,37,PREMIUM,IDOXFlossLite,COMMUNITY,4.89
227093,113,876,REGISTERED,UTAS256081,MANUAL,400
227094,113,2737,REGISTERED,UTAS256070,MANUAL,76.53
227094,113,2737,REGISTERED,UTAS256072,MANUAL,22.66
227095,113,29,PREMIUM,3266931,ROUNDTRIP,31.36
227095,113,29,PREMIUM,2452233,ROUNDTRIP,135.92
227095,113,29,PREMIUM,2811915,ROUNDTRIP,129.78
227096,113,1692,REGISTERED,UTAS241243,MANUAL,231.82
227097,113,222,REGISTERED,UTAS255505,QUOTE,466
227097,113,222,REGISTERED,UTAS255506,QUOTE,33
122047,11,14,PREMIUM,YD-052101,COMMUNITY,424.76
122047,11,14,PREMIUM,ESP-4414,COMMUNITY,27.4
122047,11,14,PREMIUM,AN-48060,COMMUNITY,163.64
122047,11,14,PREMIUM,AN-48070,COMMUNITY,81.82
122047,11,14,PREMIUM,AN-48075,COMMUNITY,163.64
122047,11,14,PREMIUM,JJ-70088,COMMUNITY,33.7
122047,11,14,PREMIUM,AN-4654,COMMUNITY,90
122047,11,14,PREMIUM,AN-4655,COMMUNITY,150
122047,11,14,PREMIUM,AN-313041065,COMMUNITY,100
122047,11,14,PREMIUM,HSD-9796093,COMMUNITY,79.75
122047,11,14,PREMIUM,HS-9009061,COMMUNITY,81.7
122047,11,14,PREMIUM,HS-9000739,COMMUNITY,12.55
122047,11,14,PREMIUM,AN-4560,COMMUNITY,55.7
122047,11,14,PREMIUM,CK-M060970,COMMUNITY,107.33
122047,11,14,PREMIUM,HSD-9792227,COMMUNITY,24.27
122048,11,22,PREMIUM,TC005,COMMUNITY,72.6
122049,11,16,PREMIUM,W93548280,COMMUNITY,23.91
122049,11,16,PREMIUM,GMILK,COMMUNITY,100.74
227100,113,6,PREMIUM,MSA5001,QUOTE,228.5
227100,113,6,PREMIUM,MSB1001,QUOTE,151
227098,113,1669,PREMIUM,SCT-150-C-S,COMMUNITY,105
227099,113,33,PREMIUM,B14,ROUNDTRIP,43.18
227099,113,33,PREMIUM,B14,ROUNDTRIP,43.18
227101,113,L23499,LITE,UTAS256086,RETROFIT_RELEASE_ORDER,196
122050,11,14,PREMIUM,KV-1.005.4525,COMMUNITY,129.15
122051,11,19,PREMIUM,7710023,COMMUNITY,377.1
122051,11,19,PREMIUM,7700078,COMMUNITY,317.26
227102,113,L25252,LITE,UTAS255871,MANUAL,11268
227103,113,2951,REGISTERED,UTAS256088,MANUAL,400
227103,113,2951,REGISTERED,UTAS256090,MANUAL,400
227103,113,2951,REGISTERED,UTAS256092,MANUAL,3000
227103,113,2951,REGISTERED,UTAS256094,MANUAL,700
227103,113,2951,REGISTERED,UTAS256099,MANUAL,400
227104,113,L27660,LITE,UTAS256101,MANUAL,1293.6
227105,113,L26584,LITE,UTAS256009,RETROFIT_RELEASE_ORDER,313.52
U114582,5802,L26714,LITE,A0 Academic Poster Fabric,MANUAL,137.5
U114583,5802,7,PREMIUM,PP2001,ROUNDTRIP,137.5
U114584,5802,L24150,LITE,200 x Blank Bizzels,MANUAL,717.2
U114584,5802,L24150,LITE,100 x Zeus Power Rails,MANUAL,14055.8
U114584,5802,L24150,LITE,100 x Interconnecting Leads 2.0 m,MANUAL,2927.1
U114584,5802,L24150,LITE,100 x Red Dual power module,MANUAL,2336.4
U114584,5802,L24150,LITE,100 x Data 2 gang housing,MANUAL,1470.7
U114584,5802,L24150,LITE,100 x Commscope Mino Cat 6A Lead,MANUAL,1760.4
U114584,5802,L24150,LITE,20 x Wall starters/ Ceiling Starters,MANUAL,233.42
U114585,5802,3,PREMIUM,86860543,ROUNDTRIP,7.48
U114585,5802,3,PREMIUM,87144008,ROUNDTRIP,11.74
U114585,5802,3,PREMIUM,25086951,ROUNDTRIP,9.5
U114585,5802,3,PREMIUM,86823530,ROUNDTRIP,18.77
U114585,5802,3,PREMIUM,52368000,ROUNDTRIP,25.69
U114585,5802,3,PREMIUM,18717752,ROUNDTRIP,7.71
U114585,5802,3,PREMIUM,87261400,ROUNDTRIP,1.7
U114585,5802,3,PREMIUM,87261401,ROUNDTRIP,3.41
U114586,5802,3,PREMIUM,25154523,ROUNDTRIP,106.65
U114586,5802,3,PREMIUM,25154518,ROUNDTRIP,65.44
227106,113,2310,REGISTERED,UTAS255932,MANUAL,33939.4
227106,113,2310,REGISTERED,UTAS255967,MANUAL,306.36
14153,3199,32,PREMIUM,654440,COMMUNITY,128.8
U114036/2,5802,5828,REGISTERED,30866,MANUAL,204.5
U114036/2,5802,5828,REGISTERED,9.78149E+12,MANUAL,49.1
U114036/2,5802,5828,REGISTERED,9.78149E+12,MANUAL,98.2
U114036/2,5802,5828,REGISTERED,9.78149E+12,MANUAL,98.2
U114036/2,5802,5828,REGISTERED,9.78149E+12,MANUAL,98.2
227107,113,L27597,LITE,UTAS255503,MANUAL,36400
227108,113,821,REGISTERED,220702,MANUAL,350
U114587,5802,L24213,LITE,"FREIGHT INVOICE SUMMARY - 07 Jun 2022 , nternational Services Import Shipment",MANUAL,113.03
U114588,5802,L25169,LITE,Freight & Fuel charges for CV70610 - MCRI to Blackheath NSW,MANUAL,564.51
U114589,5802,L24048,LITE,Collection Charge Level,MANUAL,3153.5
227109,113,5,PREMIUM,CLS3799-50EA,ROUNDTRIP,67.55
U114590,5802,L23972,LITE,"Pathology Services - ABEL,GEMMA JEAN  6 DENISON STREETMAYFIELD 2304",MANUAL,25
U114591,5802,L24259,LITE,"Catering, Extended Exec meeting",MANUAL,387.3
U114592,5802,L24044,LITE,100 CAR PARK SPACES IN RCH FOR  THE PERIOD 30/05/2022 - 03/07/2022.,MANUAL,25000
U114593,5802,L24044,LITE,"Pharmacy Fees - Protocol M19-771 Site 13, HREC 80104",MANUAL,2900
227110,113,1018,REGISTERED,UTAS255145,RETROFIT_RELEASE_ORDER,1812.5
U114594,5802,L23871,LITE,16 Multi-link panels 2.0 x 1.2m black vertical & 25 Multi-link legs 2.0m,MANUAL,2490.4
U114595,5802,L24185,LITE,EXPRESS WORLDWIDE NONDOC,MANUAL,559.74
U114596,5802,L24136,LITE,MCRI Cleaning Consumables - April 2022- June 2022,MANUAL,7448.8
227111,113,4,PREMIUM,BHC:1033600458921,COMMUNITY,11750
U114597,5802,L24136,LITE,MCRI Cleaning Service for July 22,MANUAL,49307.04
U114598,5802,L24136,LITE,MCRI Waste recharge - July 22,MANUAL,776.31
PU121347,41,L1957,LITE,CSU273343,MANUAL,780
U114599,5802,L24136,LITE,MCRI Sterilizer Service -July 22,MANUAL,7502.13
U114600,5802,L24136,LITE,MCRI FM Services - July 22,MANUAL,34734.34
VGL44645,40,3143,REGISTERED,visa98858,MANUAL,1752.75
VGL44645,40,3143,REGISTERED,visa100025,MANUAL,345.5
VGL44646,40,3143,REGISTERED,visa98858,MANUAL,1102.95
VGL44646,40,3143,REGISTERED,visa98859,MANUAL,21.39
VGL44646,40,3143,REGISTERED,visa100024,MANUAL,414.6
227112,113,1121,REGISTERED,UTAS256083,MANUAL,3604
VGL44647,40,5963,REGISTERED,visa100020,MANUAL,2200
VGL44647,40,5963,REGISTERED,visa100021,MANUAL,1440
VGL44648,40,L17126,LITE,visa100019,MANUAL,10000
VGL44649,40,2731,REGISTERED,visa100000,MANUAL,1920
VGL44650,40,5963,REGISTERED,visa99996,MANUAL,3200
227113,113,L25393,LITE,UTAS256113,MANUAL,454.55
VGL44651,40,5963,REGISTERED,visa99994,MANUAL,3160
VGL44652,40,5887,REGISTERED,visa99986,MANUAL,56560.59
122054,11,35,PREMIUM,STE-CD-BROWNS,COMMUNITY,254.54
122055,11,13,PREMIUM,678686,COMMUNITY,331.66
122055,11,13,PREMIUM,130077,COMMUNITY,137.91
122052,11,3,PREMIUM,86512953,COMMUNITY,124.26
122053,11,14,PREMIUM,HS-K25015,COMMUNITY,43.25
VGL44653,40,L26296,LITE,visa99990,MANUAL,5925.51
VGL44654,40,L458,LITE,visa99980,MANUAL,4000
VGL44655,40,5887,REGISTERED,visa99955,MANUAL,50322.88
227114,113,956,REGISTERED,UTAS255925,MANUAL,39.5
227114,113,956,REGISTERED,UTAS255971,MANUAL,80
VGL44656,40,L458,LITE,visa99930,MANUAL,2000
U114601,5802,5855,PREMIUM,512030,COMMUNITY,67.7
VGL44657,40,L418,LITE,visa99845,MANUAL,1080
VGL44658,40,3127,REGISTERED,visa99705,MANUAL,2714.42
VGL44659,40,L22134,LITE,visa99742,MANUAL,5646.44
VGL44660,40,5797,REGISTERED,visa99714,MANUAL,6180
VGL44661,40,L14410,LITE,visa99843,MANUAL,51119.75
VGL44662,40,L303,LITE,visa99867,MANUAL,4194.12
VGL44663,40,5887,REGISTERED,visa99953,MANUAL,50476.48
227115,113,1626,PREMIUM,Resident Meal Cards,COMMUNITY,250
VGL44664,40,6097,REGISTERED,visa100008,MANUAL,701.89
VGL44665,40,6097,REGISTERED,visa100006,MANUAL,8680.89
VGL44666,40,L458,LITE,visa99976,MANUAL,2000
VGL44667,40,L458,LITE,visa99975,MANUAL,2000
227116,113,1783,REGISTERED,220692,MANUAL,300
U114602,5802,L23833,LITE,Job No: 221067841CL Ship Date: 21/04/2022 ANCILLARIES; ANCILLARIES; ANCILLARIES; ANCILLARIES; ANCILLARIES;  ANCIL HWB No: 712542548,MANUAL,55431.18
VGL44668,40,L8002,LITE,visa100074,RETROFIT_RELEASE_ORDER,517.8
VGL44669,40,L8002,LITE,visa100073,RETROFIT_RELEASE_ORDER,517.8
227117,113,5018,REGISTERED,220685,MANUAL,400
VGL44670,40,L8002,LITE,visa100072,RETROFIT_RELEASE_ORDER,517.8
VGL44671,40,L8002,LITE,visa100071,RETROFIT_RELEASE_ORDER,6731.4
VGL44672,40,L8002,LITE,visa100070,RETROFIT_RELEASE_ORDER,6518.6
VGL44673,40,L8002,LITE,visa100069,RETROFIT_RELEASE_ORDER,464.6
U114603,5802,L24386,LITE,"Article Processing Charges - Manuscript ID: jpm-1794039 - Receiving genomic sequencing results through the Victorian Undiagnosed Disease Program: Exploring parental experiences""",MANUAL,2700.27
VGL44674,40,L8002,LITE,visa99753,RETROFIT_RELEASE_ORDER,464.6
227118,113,20,PREMIUM,081EE,ROUNDTRIP,55.12
VGL44675,40,L8002,LITE,visa99752,RETROFIT_RELEASE_ORDER,2589
VGL44676,40,L8002,LITE,visa99751,RETROFIT_RELEASE_ORDER,1964.8
VGL44677,40,L8002,LITE,visa99750,RETROFIT_RELEASE_ORDER,1035.6
U114604,5802,L23903,LITE,Translation Sevices & Zoom Meetings - May 2022,MANUAL,536.33
VGL44678,40,L8002,LITE,visa99749,RETROFIT_RELEASE_ORDER,517.8
122056,11,14,PREMIUM,V-SHDTABA2,ROUNDTRIP,38
122056,11,14,PREMIUM,HS-NWIPE,ROUNDTRIP,65.2
122056,11,14,PREMIUM,GC-EXABITEIII,ROUNDTRIP,186.46
122056,11,14,PREMIUM,ULT-0111,ROUNDTRIP,60.51
VGL44679,40,L8002,LITE,visa99748,RETROFIT_RELEASE_ORDER,7196
U114605,5802,L23982,LITE,Audio Transcription - Jobs,MANUAL,113.12
VGL44680,40,L8002,LITE,visa99747,RETROFIT_RELEASE_ORDER,464.6
VGL44681,40,L8002,LITE,visa99746,RETROFIT_RELEASE_ORDER,929.2
VGL44682,40,L8002,LITE,visa99574,RETROFIT_RELEASE_ORDER,447.8
U114606,5802,L25860,LITE,"Marketing and communications professional services - MAY 1 – 31, 2022",MANUAL,2750
VGL44683,40,L8002,LITE,visa99573,RETROFIT_RELEASE_ORDER,912.4
VGL44684,40,L8002,LITE,visa99572,RETROFIT_RELEASE_ORDER,2787.6
U114607,5802,L23803,LITE,Registration for Data Linkage Short  Course for Melanie Williams on 12 & 13  September 2022.  Organisation contact person: Tony Frugier  tony.frugier@mcri.edu.au,MANUAL,500
VGL44685,40,L8002,LITE,visa99571,RETROFIT_RELEASE_ORDER,1035.6
227119,113,L24371,LITE,UTAS256115,MANUAL,2768.28
U114608,5802,L25306,LITE,Food Vouchers,MANUAL,630
U114609,5802,5827,REGISTERED,Professional Services (Jan- Mar),MANUAL,22900
U114610,5802,L24136,LITE,MCRI Security Service-July 22,MANUAL,16908.05
U114611,5802,L24005,LITE,"Professional fees - Providing secondment services to the legal team in relation to various  commercial legal matters as detailed in the schedule including all skill, care  and attention",MANUAL,14000
U114612,5802,L27327,LITE,Professional Services of Angela King - June 2022 - 21 days,MANUAL,30450
U114613,5802,24,PREMIUM,205313,ROUNDTRIP,1744
U114613,5802,24,PREMIUM,79306,ROUNDTRIP,664
U114614,5802,7,PREMIUM,4331182,ROUNDTRIP,277.35
U114614,5802,7,PREMIUM,4448892,ROUNDTRIP,250.76
U114615,5802,L27776,LITE,Recoveries - Other Product Code: Room Hire and Inclusions,MANUAL,500
U114616,5802,L26600,LITE,"Revision of rapid review,",MANUAL,187.5
U114617,5802,L27723,LITE,002 - CNT Panel x6,MANUAL,4232.58
227120,113,L25547,LITE,220013,MANUAL,1240
227121,113,2221,REGISTERED,UTAS256117,MANUAL,166.54
227121,113,2221,REGISTERED,Y04610,MANUAL,91.08
227121,113,2221,REGISTERED,UTAS256119,MANUAL,20
227121,113,2221,REGISTERED,UTAS256121,MANUAL,8
227122,113,1526,REGISTERED,UTAS255929,MANUAL,1362.34
U114618,5802,12,PREMIUM,MERS00002,MANUAL,3916.08
U114619,5802,L24044,LITE,Pharmacy Establishment & Year 1 Admin Fee to End May 2019,MANUAL,1500
U114619,5802,L24044,LITE,Year 2 Admin Fee to End of Study -Year 3 & 4 Waived,MANUAL,1000
U114619,5802,L24044,LITE,Annual Storage Fee Year 1 & 2 to End - Year 3 & 4 Waived,MANUAL,800
U114619,5802,L24044,LITE,Dispensing Fees 15 x $60 per Dispensing,MANUAL,900
U114619,5802,L24044,LITE,Salbutamol Inhalers,MANUAL,90
U114620,5802,L24197,LITE,Services of PNG Paediatric Society Surveillance Officer for August 2022,MANUAL,1622.06
U114621,5802,L27750,LITE,Neo Plain Application flocked swab Code 516CS01,MANUAL,947.69
U114622,5802,L24165,LITE,R6731-01,MANUAL,1600
U114623,5802,L27749,LITE,"supplies needed for the Vietnam carriage survey - Vial 2ml, Storage Box & Micropipette tips 1000ul",MANUAL,1272.58
U114624,5802,7,PREMIUM,M7514,ROUNDTRIP,681.64
U114625,5802,L27567,LITE,Diabetes Hearts & Minds Ball - Band and Ball on Aug 13 2022 @ Melbourne Pavilion,MANUAL,3300
U114626,5802,L23822,LITE,Membership Fees - Associates,MANUAL,2500
122057,11,17,PREMIUM,AINV00A045,COMMUNITY,108.59
122057,11,17,PREMIUM,CLKCT21,COMMUNITY,84
U114627,5802,L25931,LITE,Scheduled fee (final payment) as per contractor agreement for overseeing the delivery of IMNCI online module workshops for health institutes in Laos,MANUAL,3575.51
122058,11,14,PREMIUM,EN-EEPPF1,COMMUNITY,38.25
U114628,5802,1951,REGISTERED,C004,MANUAL,540
PU121348,41,4,PREMIUM,210-BDGP,ROUNDTRIP,9396
122059,11,22,PREMIUM,3702,COMMUNITY,8.4
122059,11,22,PREMIUM,3705,COMMUNITY,12.6
122059,11,22,PREMIUM,3703,COMMUNITY,16.8
PU121349,41,4,PREMIUM,210-BDGP,ROUNDTRIP,9396
U114629,5802,L24048,LITE,Collection Charge Level,MANUAL,51.2
VGL44686,40,5787,REGISTERED,visa99697,MANUAL,2533.99
U114630,5802,L24184,LITE,Corporate Room: 415 From: 28.07.2022 To 29.07.2022,MANUAL,145.45
U114631,5802,L23982,LITE,Audio Transcription - Jobs Project: General #79430,MANUAL,125.7
U114632,5802,L27672,LITE,"Australian Genomics Grant Program Proposal 2021-23 (NHMRC GNT2000001) ""Building Genomic Knowledge in Partnership with Indigenous Communities & Health Services""",MANUAL,249694
U114633,5802,L23903,LITE,Translation Sevices & Zoom Meetings,MANUAL,1194.44
U114634,5802,L24918,LITE,"FUNDING ID: APP2008820, CALHN 2021<NATIONAL LARGE SCALE AUTOMATED REANALYSIS PROGRAM TO INCREASE RARE DISEASE DIAGNOSIS",MANUAL,39692.08
U114635,5802,5828,REGISTERED,Bayley-4 Accreditation - Registration of Lauren Rossetti on workshop  commencing 1 September 2022,MANUAL,1000
U114636,5802,L23982,LITE,Audio Transcription - Jobs Cost Total Project: Restacking the Odds Project (Centre for Community Child Health),MANUAL,280.66
U114637,5802,L23960,LITE,Payment for monthly working: JULY 2022,MANUAL,1675.93
122061,11,17,PREMIUM,PRE7131,COMMUNITY,49.4
122062,11,16,PREMIUM,DL0855,COMMUNITY,52.5
122060,11,14,PREMIUM,HS-5701564,COMMUNITY,67.36
122060,11,14,PREMIUM,HS-5722626,COMMUNITY,64.76
122060,11,14,PREMIUM,RO-274007,ROUNDTRIP,49.37
U114638,5802,L23813,LITE,GNT2007567 - Q1 (Jan-March2022) & Q2 (April-June2022) 2022 - CI: Timo Lassmann,MANUAL,23340
U114639,5802,L23828,LITE,Full page advertisement RANZCOG O&G O&G September 2022. VCGS full page advertisement (Sept 2022),MANUAL,6296.75
227123,113,1146,PREMIUM,ab52866-100UL,ROUNDTRIP,1370
U114640,5802,L24044,LITE,PICS CONTRIBUTION 2 DAYS PER WEEK  TO MCRI DIGITAL NAVIGATOR  PROJECT MANAGEMENT (DISC) -  APRIL - JUNE 2022.,MANUAL,12201.5
U114641,5802,L24044,LITE,MCRI 3T OPERATION CHARGE JUNE 2021 RENTAL,MANUAL,11927.5
U114642,5802,L24044,LITE,MCRI 3T Operation Charge - Jan 2021 Rental,MANUAL,20735.5
U114643,5802,L24044,LITE,PICS contribution 2 days per week to  MCRI Digital Navigator Project  Management (DISC) - July to  September 2022.,MANUAL,12201.5
122063,11,14,PREMIUM,HF-BB186,COMMUNITY,153.92
227124,113,1658,PREMIUM,UTAS255831,MANUAL,113.9
CDC18108,2170,14,PREMIUM,NK-Y900-113,ROUNDTRIP,345
122064,11,22,PREMIUM,PIPRP902A/YE,COMMUNITY,124.2
PU121350,41,2118,PREMIUM,WIPE2090,ROUNDTRIP,26.96
PU121350,41,2118,PREMIUM,SOAP0071,ROUNDTRIP,12.95
PU121350,41,2118,PREMIUM,MARK5110,ROUNDTRIP,11.75
227125,113,20,PREMIUM,082D,ROUNDTRIP,71.7
227126,113,2737,REGISTERED,UTAS256127,MANUAL,63.77
227126,113,2737,REGISTERED,UTAS256129,MANUAL,56.72
227126,113,2737,REGISTERED,UTAS256131,MANUAL,70.9
227126,113,2737,REGISTERED,UTAS256135,MANUAL,38.26
227126,113,2737,REGISTERED,UTAS256138,MANUAL,70.9
227126,113,2737,REGISTERED,UTAS256140,MANUAL,102.04
227126,113,2737,REGISTERED,UTAS256142,MANUAL,86.93
227126,113,2737,REGISTERED,UTAS256144,MANUAL,51.02
122065,11,14,PREMIUM,BH1-CAN10SM,ROUNDTRIP,308.3
227127,113,2118,PREMIUM,LASR0733,ROUNDTRIP,75.63
227128,113,33,PREMIUM,A25977,ROUNDTRIP,1294
227129,113,5,PREMIUM,A9418-100G,ROUNDTRIP,1008
PU121351,41,277,REGISTERED,CSU273352,MANUAL,77
PU121351,41,277,REGISTERED,CSU273354,MANUAL,77
227130,113,838,REGISTERED,-,RETROFIT_RELEASE_ORDER,1176.79
122066,11,22,PREMIUM,54008,COMMUNITY,360
368635,2,3,PREMIUM,18679928,MANUAL,9.72
368635,2,3,PREMIUM,87215078,MANUAL,14.65
368635,2,3,PREMIUM,87215079,MANUAL,14.65
368635,2,3,PREMIUM,18680647,MANUAL,24.32
368635,2,3,PREMIUM,25096012,MANUAL,16.15
368635,2,3,PREMIUM,87261457,MANUAL,6.43
368635,2,3,PREMIUM,87261458,MANUAL,19.65
368635,2,3,PREMIUM,86823607,MANUAL,8.24
368635,2,3,PREMIUM,19035063,MANUAL,107
227131,113,862,REGISTERED,UTAS256007,MANUAL,292
227132,113,1780,REGISTERED,220708,MANUAL,400
227133,113,5,PREMIUM,T9935-100MG,ROUNDTRIP,111.6
227133,113,5,PREMIUM,R2020-250ML,ROUNDTRIP,197.16
227133,113,5,PREMIUM,D6429-6X500ML,ROUNDTRIP,154.26
227133,113,5,PREMIUM,CLS3516-50EA,ROUNDTRIP,248.92
227134,113,966,PREMIUM,UTAS256022,MANUAL,3404
VGL44687,40,L8002,LITE,visa99321,RETROFIT_RELEASE_ORDER,1567.5
VGL44688,40,L8002,LITE,visa99313,RETROFIT_RELEASE_ORDER,3716.8
227135,113,L27810,LITE,RVD70,MANUAL,960
227135,113,L27810,LITE,UTAS256148,MANUAL,380
VGL44689,40,L8002,LITE,visa99312,RETROFIT_RELEASE_ORDER,464.6
VGL44690,40,L8002,LITE,visa99311,RETROFIT_RELEASE_ORDER,464.6
VGL44691,40,L8002,LITE,visa99310,RETROFIT_RELEASE_ORDER,464.6
227136,113,2118,PREMIUM,WEBC1051,ROUNDTRIP,125.63
CDC18109,2170,16,PREMIUM,HA721/3,COMMUNITY,162
CDC18109,2170,16,PREMIUM,GHAW1792,COMMUNITY,240.18
CDC18109,2170,16,PREMIUM,GHAW1791,COMMUNITY,240.18
VGL44692,40,5886,REGISTERED,visa100082,RETROFIT_RELEASE_ORDER,750
VGL44693,40,5933,REGISTERED,visa99887,RETROFIT_RELEASE_ORDER,387.5
CDC18110,2170,2782,PREMIUM,DCB-C1,COMMUNITY,57.84
CDC18110,2170,2782,PREMIUM,DCB-C1,COMMUNITY,57.84
CDC18110,2170,2782,PREMIUM,DCB-C1,COMMUNITY,57.84
CDC18110,2170,2782,PREMIUM,DCB-C1,COMMUNITY,57.84
227137,113,L27089,LITE,UTAS256153,MANUAL,4370
227138,113,3171,REGISTERED,UTAS256033,MANUAL,2170.34
227139,113,3018,REGISTERED,UTAS256097,MANUAL,1255
227140,113,3018,REGISTERED,UTAS256078,MANUAL,2995
227141,113,3018,REGISTERED,UTAS256076,MANUAL,1100
227142,113,1780,REGISTERED,220710,MANUAL,4500
227143,113,1260,PREMIUM,100719-1000,COMMUNITY,28.6
227143,113,1260,PREMIUM,100719-0005,COMMUNITY,108
227144,113,1868,REGISTERED,KE6818,MANUAL,50.8
VGL44694,40,L8002,LITE,visa99309,RETROFIT_RELEASE_ORDER,517.8
227145,113,614,PREMIUM,100-0013,MANUAL,764
227145,113,614,PREMIUM,100-0016,MANUAL,764
227145,113,614,PREMIUM,7922,MANUAL,282
227145,113,614,PREMIUM,7930,MANUAL,600
227146,113,33,PREMIUM,88803,ROUNDTRIP,1257
227146,113,33,PREMIUM,14287080,ROUNDTRIP,690
227146,113,33,PREMIUM,14155063,ROUNDTRIP,290.7
227146,113,33,PREMIUM,99019,ROUNDTRIP,47.32
227147,113,4724,PREMIUM,E2621L,COMMUNITY,963.9
227148,113,L10536,LITE,UTAS256157,MANUAL,880
227149,113,3018,REGISTERED,UTAS256085,MANUAL,12750
227150,113,L24906,LITE,UTAS256146,MANUAL,337.16
U114644,5802,7,PREMIUM,G401001,ROUNDTRIP,618
U114644,5802,7,PREMIUM,G401002,ROUNDTRIP,204
U114645,5802,1716,PREMIUM,6000691,ROUNDTRIP,1300
227151,113,L22564,LITE,220703,MANUAL,600
U114646,5802,1260,PREMIUM,091316-1000,COMMUNITY,80.4
U114647,5802,1436,PREMIUM,HS15994B,COMMUNITY,36.36
U114647,5802,1436,PREMIUM,HS15994M,COMMUNITY,42.96
227152,113,798,REGISTERED,UTAS256154,QUOTE,52
U114648,5802,12,PREMIUM,1009832511,COMMUNITY,50.6
U114649,5802,39,PREMIUM,P10803050,COMMUNITY,42
U114649,5802,39,PREMIUM,324000,COMMUNITY,110.5
U114650,5802,28,PREMIUM,KART1938,MANUAL,89.4
U114650,5802,28,PREMIUM,EPPE0030089.790,COMMUNITY,383.2
122067,11,14,PREMIUM,SP-4036-100,COMMUNITY,332.12
122068,11,3,PREMIUM,86512953,ROUNDTRIP,165.68
122068,11,3,PREMIUM,18635789,ROUNDTRIP,4.95
U114651,5802,5,PREMIUM,US1681669-10 mg,MANUAL,1045.15
U114651,5802,5,PREMIUM,A0278-25G,ROUNDTRIP,113.76
U114651,5802,5,PREMIUM,D0627-100MG,ROUNDTRIP,245.52
U114651,5802,5,PREMIUM,R0901-100ML,ROUNDTRIP,238.08
U114651,5802,5,PREMIUM,X3004-5MG,ROUNDTRIP,439.2
U114651,5802,5,PREMIUM,03609-250G,ROUNDTRIP,102.3
U114651,5802,5,PREMIUM,S7653-1KG,ROUNDTRIP,128.7
U114651,5802,5,PREMIUM,G7021-1KG,ROUNDTRIP,58.97
U114651,5802,5,PREMIUM,S5761-1KG,ROUNDTRIP,96.25
U114651,5802,5,PREMIUM,60130-250G,ROUNDTRIP,42.39
U114651,5802,5,PREMIUM,S8282-500G,ROUNDTRIP,172.8
U114651,5802,5,PREMIUM,M1028-100ML,ROUNDTRIP,93
U114651,5802,5,PREMIUM,21115-100ML,ROUNDTRIP,100.44
U114651,5802,5,PREMIUM,P5280-25G,ROUNDTRIP,82.53
U114651,5802,5,PREMIUM,CLS430599-60EA,ROUNDTRIP,184.8
227154,113,2588,REGISTERED,UTAS256166,MANUAL,222.75
227155,113,L14630,LITE,UTAS256168,MANUAL,2487.11
122069,11,21,PREMIUM,BG-125RSBG4,COMMUNITY,5
122069,11,21,PREMIUM,BG-125RSB4,COMMUNITY,5
122069,11,21,PREMIUM,BG-125RSP4,COMMUNITY,5
122069,11,21,PREMIUM,BG-125RSG4,COMMUNITY,5
122069,11,21,PREMIUM,BG-125RSAQ4,COMMUNITY,5
